,Frame,time_sec,angle_1_deg,angle_2_deg,angle_3_deg,angle_4_deg,angle_5_deg,angle_6_deg,angular_velocity_1_deg_per_s,angular_velocity_2_deg_per_s,angular_velocity_3_deg_per_s,angular_velocity_4_deg_per_s,angular_velocity_5_deg_per_s,angular_velocity_6_deg_per_s,vertex_speed_angle_1_p13_coord_per_s,vertex_speed_angle_2_p14_coord_per_s,vertex_speed_angle_3_p13_coord_per_s,vertex_speed_angle_4_p14_coord_per_s,vertex_speed_angle_5_p23_coord_per_s,vertex_speed_angle_6_p24_coord_per_s,rom_1s_angle_1_deg,rom_1s_angle_2_deg,rom_1s_angle_3_deg,rom_1s_angle_4_deg,rom_1s_angle_5_deg,rom_1s_angle_6_deg,symmetry_absdiff_angle_1_vs_2_deg,symmetry_absdiff_angle_3_vs_4_deg,symmetry_absdiff_angle_5_vs_6_deg,LDF_bloodflow
231,231,7.7,135.377423,127.999104,17.964511,134.314208,105.649712,91.585762,185.542402,151.677514,-117.033368,36.342314,-263.382277,-76.162942,1.980227,1.020882,1.980227,1.020882,0.03,0.03,17.27971,24.973649,12.139251,8.254429,41.275908,29.96546,7.378319,116.349697,14.06395,131.9
234,234,7.8,125.691979,110.470641,19.042893,133.653922,106.8427,91.311728,-237.109253,-244.430372,-32.11005,105.468847,-48.330152,-11.759186,0.42107,0.752994,0.42107,0.752994,0.182483,0.18,17.27971,32.275873,10.870273,7.702609,41.275908,29.96546,15.221338,114.61103,15.530973,162.2
237,237,7.9,130.964302,121.009472,15.476848,136.699735,102.852617,84.841185,60.263427,201.411834,-80.729776,38.109839,188.070728,109.190829,1.440312,0.241868,1.440312,0.241868,0.12,0.12,15.415394,32.275873,13.357935,8.144627,37.473995,40.286949,9.95483,121.222886,18.011432,145.2
240,240,8.0,118.502949,124.629868,18.253876,135.591604,103.853146,87.683507,19.64035,49.637632,19.304734,-60.153652,18.321207,20.242863,0.03,0.480937,0.03,0.480937,0.137477,0.03,17.529152,32.275873,13.357935,9.041618,37.473995,31.47613,6.126919,117.337728,16.169639,140.4
243,243,8.1,123.17648,121.531454,17.958609,134.765217,105.192054,93.064284,143.66541,-27.225448,41.082733,-55.432702,223.417775,236.133445,0.726223,0.33541,0.726223,0.33541,0.03,0.0,17.529152,29.213516,13.357935,9.041618,35.441044,31.47613,1.645026,116.806608,12.12777,141.4
246,246,8.2,137.636534,120.391563,19.231287,129.910319,101.845488,94.615604,-87.239695,-3.335677,-92.34937,64.084066,116.675257,249.695461,0.09,0.099499,0.09,0.099499,0.123693,0.12,22.696253,26.758669,11.435882,9.822542,31.745276,30.674521,17.244971,110.679032,7.229884,114.3
249,249,8.3,124.092112,117.477328,16.734684,133.197737,101.632101,84.553933,-356.281776,-55.874597,-17.023428,-27.063442,-113.471802,-207.746349,0.27,0.073485,0.27,0.073485,0.03,0.03,22.696253,20.397005,7.67478,9.822542,31.745276,28.360237,6.614784,116.463053,17.078168,106.7
252,252,8.4,123.564407,116.401378,18.407963,132.813551,98.507311,85.29942,253.122491,115.233787,-17.469665,64.124425,5.024205,-108.721081,0.454973,1.173456,0.454973,1.173456,0.152971,0.12,25.417534,20.397005,7.67478,9.822542,25.475049,28.360237,7.163028,114.405588,13.207891,113.5
255,255,8.5,122.602854,117.742205,12.213118,129.808319,95.163211,90.644432,566.84878,18.428222,-41.074881,-45.300659,170.699329,-100.993252,0.276586,1.173073,0.276586,1.173073,0.084853,0.108167,36.836629,20.397005,10.93851,9.822542,34.688136,24.033657,4.860649,117.5952,4.518779,147.6
258,258,8.6,126.66786,112.435245,12.42321,128.135936,95.306682,91.680327,50.289274,22.300186,-7.466059,20.253854,60.950321,112.610113,0.243721,0.174929,0.243721,0.174929,0.03,0.03,36.836629,21.259569,10.096481,10.135918,28.378088,18.646514,14.232616,115.712726,3.626356,171.8
261,261,8.7,115.345918,109.411,13.693658,129.929302,93.384586,94.120247,-51.330268,-139.566308,12.058736,-132.118116,-261.09648,4.285319,2.280197,0.81,2.280197,0.81,0.06,0.042426,36.836629,20.378119,10.096481,10.135918,23.872117,18.646514,5.934917,116.235644,0.735662,159.6
264,264,8.8,111.786804,114.633057,14.150796,129.326038,92.938607,91.088425,3.204327,12.695854,42.584724,-45.201923,26.382298,-54.031243,0.137477,0.09,0.137477,0.09,0.0,0.0,36.836629,17.008883,10.276083,10.135918,19.363462,16.240282,2.846254,115.175242,1.850182,146.1
267,267,8.9,120.730801,121.981678,13.802775,127.818539,94.027949,90.507422,333.103576,-59.087892,89.010758,-13.382865,82.65409,126.860088,1.050428,0.249199,1.050428,0.249199,0.11225,0.15,36.836629,17.008883,11.47385,10.135918,19.363462,10.285624,1.250877,114.015764,3.520526,130.9
270,270,9.0,120.223176,124.947812,11.66543,126.328954,95.955057,94.843578,123.53989,99.012603,16.438455,65.931846,1.564803,-3.41437,0.7506,0.174929,0.7506,0.174929,0.127279,0.094868,36.836629,17.326827,11.47385,12.583999,19.363462,11.137598,4.724636,114.663524,1.111479,130.7
273,273,9.1,101.728645,118.938029,20.35863,129.340778,100.704959,99.134275,-244.836057,122.707347,3.365712,47.163638,153.506552,-74.908739,2.106205,0.465725,2.106205,0.465725,0.067082,0.03,38.815879,17.326827,11.47385,11.402794,19.363462,17.0773,17.209384,108.982148,1.570684,128.7
276,276,9.2,109.53193,115.99279,12.372202,129.561707,90.888309,86.958092,282.873204,-394.866595,-156.669652,-81.483833,-144.125937,-106.265918,1.31727,1.236204,1.31727,1.236204,0.09,0.09,37.533711,21.534024,9.52288,10.970816,19.363462,20.370429,6.46086,117.189504,3.930218,121.3
279,279,9.3,102.661493,116.106488,13.138107,128.22585,96.394327,99.671098,235.268367,-105.98874,-22.190614,17.896551,185.094877,60.100687,0.263249,0.03,0.263249,0.03,0.12,0.12,32.699956,21.534024,9.52288,10.970816,17.896134,20.370429,13.444995,115.087743,3.276771,149.4
282,282,9.4,104.289239,117.843848,12.877006,129.950872,89.545875,83.782371,-354.610534,12.436255,48.075889,-70.40427,-72.366386,-178.435654,0.391152,0.03,0.391152,0.03,0.084853,0.073485,32.699956,21.534024,10.505329,10.970816,17.896134,21.141991,13.554609,117.073865,5.763504,171.8
285,285,9.5,109.988655,115.735678,8.766778,124.186378,80.681665,76.932565,49.28758,34.713418,-62.003309,-94.717125,-10.906798,-25.318831,0.146969,0.990454,0.146969,0.990454,0.051962,0.073485,31.848647,21.534024,11.591852,10.970816,23.265502,27.991797,5.747023,115.4196,3.7491,153.5
288,288,9.6,117.108509,111.211265,9.766888,127.799729,84.250945,80.000489,78.54484,7.923947,-88.161386,67.572578,-21.389337,-345.414583,0.550727,0.51,0.550727,0.51,0.12,0.123693,31.848647,20.901885,11.591852,10.970816,23.265502,27.991797,5.897244,118.032841,4.250455,137.1
291,291,9.7,128.658642,115.065533,11.984676,127.368239,90.492654,88.34114,553.754076,74.823042,-148.82342,90.252402,-47.782931,-311.993774,1.731704,2.88,1.731704,2.88,0.067082,0.042426,33.839429,20.901885,11.591852,9.82188,20.841547,27.991797,13.59311,115.383563,2.151515,149.4
294,294,9.8,122.525486,112.482633,9.47439,121.096957,83.699658,77.526149,26.897039,-54.797545,-59.653573,33.113826,53.124863,61.277032,0.483735,0.24,0.483735,0.24,0.03,0.03,33.839429,24.503233,11.591852,13.19114,22.366435,29.44078,10.042854,111.622567,6.173508,151.1
297,297,9.9,122.546914,108.333709,13.644325,126.592977,94.352579,91.45413,-9.471318,-105.215632,54.702873,-14.733968,-14.390818,175.71787,0.876698,0.63,0.876698,0.63,0.108167,0.09,33.839429,24.503233,11.591852,13.19114,22.366435,29.44078,14.213205,112.948652,2.89845,140.3
300,300,10.0,136.496756,108.817367,12.007579,122.893582,91.256109,89.221067,9.05446,100.046145,-26.926164,-49.793988,24.333235,-20.735807,0.573934,0.93,0.573934,0.93,0.06,0.06,41.677542,24.503233,11.591852,13.19114,22.366435,29.44078,27.679389,110.886003,2.035042,111.5
303,303,10.1,126.956496,106.52953,8.26731,123.373179,87.700793,89.216407,67.182416,27.70478,-131.427744,-126.250637,-191.013166,-246.211569,1.723108,2.55,1.723108,2.55,0.03,0.042426,44.70449,24.503233,12.09132,13.19114,22.366435,29.44078,20.426966,115.105869,1.515613,106.2
306,306,10.2,134.130364,102.793753,12.932297,123.321493,92.549235,94.434379,369.397702,-98.277307,-61.623448,-101.828814,-94.804044,-186.202446,0.815537,1.955761,0.815537,1.955761,0.067082,0.067082,44.70449,18.680609,8.678146,12.304518,17.23755,25.157546,31.336611,110.389196,1.885145,152.7
309,309,10.3,127.396672,103.964991,13.969917,129.014462,95.563301,94.658733,-109.093614,73.953702,3.746259,-11.371966,23.042564,-99.675743,0.278209,0.494773,0.278209,0.494773,0.03,0.042426,36.862211,19.974494,8.678146,12.304518,17.23755,25.157546,23.431681,115.044544,0.904568,144.1
312,312,10.4,122.381336,104.681543,16.474643,121.376092,92.303869,93.573016,-707.459354,316.705371,336.374798,-111.169784,596.21458,794.181291,4.62,7.020128,4.62,7.020128,0.3,0.3,41.674075,27.349664,11.683307,9.957709,23.27932,33.540821,17.699793,104.901449,1.269147,139.6
315,315,10.5,119.883267,95.627464,15.577089,125.784521,90.484419,92.501076,9.553578,-273.572151,-59.576887,22.297451,-117.44753,6.018848,0.642028,0.182483,0.642028,0.182483,0.042426,0.03,35.974659,21.610981,12.300836,9.400364,23.27932,33.540821,24.255803,110.207432,2.016656,131.0
318,318,10.6,131.477118,98.982941,15.355295,127.83572,91.219745,86.592798,246.909715,-208.758924,33.194868,56.430948,290.509189,205.667766,1.68,1.531176,1.68,1.531176,0.03,0.067082,35.763142,20.940835,12.300836,9.400364,23.27932,33.540821,32.494177,112.480425,4.626947,113.8
321,321,10.7,133.507175,99.704815,17.450096,124.62119,91.761053,99.067924,-181.336406,86.888957,56.917238,-30.354763,219.258201,250.768644,0.395727,1.470306,0.395727,1.470306,0.123693,0.12,26.3985,20.940835,12.300836,9.400364,24.17203,33.540821,33.80236,107.171094,7.306871,106.9
324,324,10.8,134.030036,100.147934,13.456562,127.905733,95.724456,90.48353,-251.454535,2.439668,53.791868,-13.522198,76.166614,-55.457068,1.291395,0.361248,1.291395,0.361248,0.09,0.09,26.3985,18.357935,12.300836,8.29657,24.17203,33.540821,33.882102,114.449171,5.240926,87.2
327,327,10.9,114.998985,117.055466,17.7933,125.403458,90.004649,100.968872,-113.971099,163.902925,70.394274,-63.200787,-217.176875,39.320417,2.311947,0.094868,2.311947,0.094868,0.212132,0.212132,30.96433,22.930768,12.53115,9.485824,24.813828,33.868566,2.056481,107.610158,10.964224,76.4
330,330,11.0,112.163466,112.151564,18.360935,120.11287,89.669114,94.237785,-260.293492,-167.696625,65.233926,-19.713035,196.400512,118.337924,1.740259,2.013802,1.740259,2.013802,0.042426,0.042426,33.799849,27.331926,13.098786,10.749046,24.813828,39.601642,0.011902,101.751934,4.568671,118.0
333,333,11.1,114.964395,104.363147,17.838179,123.620834,92.567283,98.551582,8.054193,-178.981335,-26.792914,50.155318,-109.979501,6.682421,1.770254,0.422137,1.770254,0.422137,0.073485,0.09,33.953953,27.331926,13.469126,10.749046,24.813828,39.601642,10.601249,105.782655,5.984299,143.8
336,336,11.2,123.872328,108.536793,18.723556,123.286642,92.362674,98.959243,-63.140403,-2.670342,41.23636,21.816091,225.678542,243.139278,0.361248,1.14512,0.361248,1.14512,0.36,0.332716,33.953953,27.331926,13.469126,10.749046,24.813828,39.601642,15.335536,104.563086,6.596569,136.1
339,339,11.3,110.402258,107.528572,25.584779,107.784296,105.92612,117.930768,-348.298863,86.587956,79.967641,-338.380073,112.211498,52.846711,0.794292,1.29,0.794292,1.29,0.042426,0.03,35.561057,27.331926,20.32263,23.07762,33.496071,50.830462,2.873685,82.199517,12.004648,129.5
342,342,11.4,117.034529,104.777053,23.419988,120.369929,100.501407,115.358382,166.197085,-56.607261,17.776919,41.041534,67.548655,65.323207,0.78,0.11225,0.78,0.11225,0.182483,0.15,32.009596,25.82916,16.712068,23.07762,24.390015,39.564533,12.257477,96.949941,14.856975,104.4
345,345,11.5,124.961806,102.528251,20.245415,124.124864,98.192992,106.948514,160.439889,-129.372567,-22.047855,52.086101,49.724437,-71.609911,0.42,0.182483,0.42,0.182483,0.042426,0.03,32.009596,25.82916,16.712068,23.07762,24.390015,39.564533,22.433554,103.879449,8.755522,93.0
348,348,11.6,112.133609,117.965799,21.819053,118.782314,90.283016,106.085247,54.578922,254.578994,-9.352575,-88.523803,-81.136165,-315.48194,0.12,1.417956,0.12,1.417956,0.06,0.067082,32.097542,24.648108,16.712068,23.07762,22.80369,31.337971,5.83219,96.963261,15.802231,88.1
351,351,11.7,111.056873,104.198934,22.794072,114.576019,101.135462,104.667202,48.177368,-140.030147,-24.258164,-9.254189,53.790629,-100.981793,1.110405,0.243721,1.110405,0.243721,0.241868,0.241868,32.960894,23.207512,16.712068,23.07762,22.80369,29.315942,6.857938,91.781946,3.53174,99.7
354,354,11.8,114.879924,110.553934,23.029828,117.686163,95.742851,97.641985,-62.5203,-46.28762,-9.458677,-14.582872,-6.83077,-52.841172,0.067082,0.051962,0.067082,0.051962,0.042426,0.03,27.730802,23.207512,16.712068,23.07762,22.80369,29.315942,4.32599,94.656335,1.899133,148.6
357,357,11.9,114.379553,106.07664,24.301957,116.745642,107.714999,117.360086,-147.575456,75.736831,73.835077,-97.841098,95.467484,44.51014,1.051713,0.63,1.051713,0.63,0.099499,0.09,19.589634,21.213334,9.398308,19.011016,24.592568,27.637581,8.302912,92.443686,9.645087,120.8
360,360,12.0,127.527761,102.40737,21.318915,125.887845,100.519715,106.860927,-434.24605,177.691218,256.256419,-56.059996,537.775186,473.884839,2.94,3.6005,2.94,3.6005,0.051962,0.03,32.551669,21.48147,12.807745,19.972215,25.121123,27.076168,25.120391,104.56893,6.341212,101.3
363,363,12.1,128.958438,105.193796,21.982539,122.041142,87.577777,113.00739,-57.769639,-152.312278,0.484558,29.203176,72.165047,20.727679,0.284605,0.547449,0.284605,0.547449,0.123693,0.12,32.551669,21.48147,12.807745,19.972215,25.121123,27.076168,23.764642,100.058603,25.429613,118.9
366,366,12.2,120.401394,104.114934,20.404816,129.76618,99.272238,88.923906,-74.474171,-127.669833,64.740318,284.023217,426.719928,125.427573,3.93412,1.922108,3.93412,1.922108,0.042426,0.03,32.551669,21.48147,12.807745,21.981884,25.121123,33.187781,16.28646,109.361364,10.348332,99.1
369,369,12.3,136.254274,107.068603,16.118667,129.614991,97.356067,90.77427,168.433919,41.917767,-71.751005,19.748974,-151.391839,-142.466217,0.720625,1.41,0.720625,1.41,0.042426,0.0,32.551669,21.48147,12.807745,21.981884,25.121123,33.187781,29.18567,113.496324,6.581797,67.0
372,372,12.4,120.173524,100.306298,16.046475,130.629734,96.500776,104.684967,-258.674075,3.781912,25.163191,-30.134051,81.928977,5.234056,0.247386,0.192094,0.247386,0.192094,0.21,0.21,32.551669,21.48147,12.130667,20.478145,25.121123,32.617098,19.867226,114.583259,8.184191,75.8
375,375,12.5,122.991703,110.46917,12.672607,126.075759,87.063338,105.025687,352.122326,-53.334362,-128.982954,-53.540481,-322.466063,110.424,1.982271,2.910155,1.982271,2.910155,0.0,0.03,32.551669,21.48147,12.235094,20.478145,25.121123,32.617098,12.522533,113.403152,17.962348,119.1
378,378,12.6,111.976529,117.294012,19.435261,125.422112,100.837327,116.756878,372.36764,-79.349136,25.670194,150.266227,-23.694365,381.345634,0.403609,0.286182,0.403609,0.286182,0.03,0.067082,42.438356,25.139672,12.235094,20.478145,25.121123,32.617098,5.317483,105.986851,15.919551,124.8
381,381,12.7,95.927794,129.446089,17.202266,119.981673,113.580389,113.714695,-826.782042,239.505757,-129.547488,-131.082666,-38.55675,27.524626,1.031407,0.571577,1.031407,0.571577,0.127279,0.11225,46.074836,32.961759,12.235094,20.478145,32.271738,32.617098,33.518295,102.779407,0.134306,120.0
384,384,12.8,102.447521,141.279382,10.635622,135.619365,99.774547,109.67808,-154.815133,504.002902,-35.33049,400.90207,117.61268,-178.085305,0.884873,1.710263,0.884873,1.710263,0.03,0.03,46.074836,44.795052,16.32165,24.463308,32.271738,32.617098,38.83186,124.983742,9.903532,133.4
387,387,12.9,100.004312,140.280536,14.332939,131.025327,100.253269,115.470334,-97.948448,369.898514,68.833242,-105.58361,-144.082097,150.866996,1.437498,0.531601,1.437498,0.531601,0.042426,0.03,46.074836,44.795052,16.32165,19.693032,32.271738,32.617098,40.276224,116.692388,15.217064,110.4
390,390,13.0,121.605325,125.660296,17.41539,136.175561,103.253364,110.153346,79.635835,-135.239555,45.819712,-28.380981,-174.221166,10.520478,0.782304,0.18,0.782304,0.18,0.042426,0.03,40.32648,41.287578,13.442595,17.139921,29.817373,32.013891,4.054971,118.760171,6.899982,99.6
393,393,13.1,112.755475,115.00348,12.528291,138.044077,103.257354,108.113007,-50.773616,-441.194164,-32.914557,-19.159398,10.665712,-0.457109,0.152971,0.3,0.152971,0.3,0.042426,0.03,40.32648,41.287578,13.442595,18.70105,37.38743,32.013891,2.248005,125.515786,4.855653,94.0
396,396,13.2,113.271461,146.539454,21.018514,138.258631,118.817666,102.4511,-121.163068,96.267097,51.84901,-57.554016,118.653676,40.078331,1.884038,1.141578,1.884038,1.141578,0.094868,0.094868,40.32648,46.54765,13.442595,20.195425,35.372333,27.832972,33.267993,117.240117,16.366566,102.5
399,399,13.3,114.530372,146.890704,19.476328,136.505492,117.047783,104.241017,161.619161,174.935854,-4.456094,-29.476588,9.399992,48.261499,0.320312,0.672161,0.320312,0.672161,0.067082,0.103923,40.32648,46.8989,13.442595,20.195425,35.372333,25.982608,32.360333,117.029165,12.806766,125.2
402,402,13.4,112.021266,131.586809,24.750641,126.410384,126.883123,116.784887,-75.485672,-361.237225,82.227601,-125.385171,91.116971,294.533958,0.59397,1.417956,0.59397,1.417956,0.305941,0.3,33.296508,52.488077,16.16459,20.195425,39.819785,18.164453,19.565543,101.659742,10.098237,102.1
405,405,13.5,116.712467,153.782184,22.865488,136.16064,124.439057,105.155886,40.406081,-35.62071,-49.188789,-14.162521,37.96793,-151.594387,1.233288,0.278209,1.233288,0.278209,0.06,0.067082,33.296508,44.500371,23.553658,20.195425,40.002692,19.90822,37.069717,113.295153,19.283171,111.3
408,408,13.6,119.146372,146.866005,26.81765,136.605306,131.325492,114.898611,10.059253,-95.710704,-0.575857,-22.00748,-17.042395,221.024915,0.298496,0.15,0.298496,0.15,0.0,0.03,33.296508,40.469408,23.553658,20.195425,42.579766,18.187163,27.719633,109.787657,16.426881,108.9
411,411,13.7,128.574306,150.990877,28.633394,141.931237,134.527146,112.21297,163.94632,-112.435895,22.081024,3.295699,53.161425,-27.968027,1.114047,0.182483,1.114047,0.182483,0.03,0.042426,33.296508,39.966061,23.553658,21.949564,38.673022,18.187163,22.416571,113.297843,22.314176,77.0
414,414,13.8,135.403367,147.211639,32.432121,141.897986,136.357687,111.298064,157.075437,31.150842,86.775079,-2.2496,62.146992,31.997026,1.00444,0.09,1.00444,0.09,0.06,0.06,36.308756,39.966061,21.796499,15.562589,36.58314,18.187163,11.808272,109.465865,25.059623,59.7
417,417,13.9,152.175953,142.102838,36.68628,142.792907,143.06009,115.837302,2.065494,-83.89547,-17.970006,5.67304,-57.312254,35.365451,0.305941,0.042426,0.305941,0.042426,0.09,0.094868,53.081342,39.966061,24.756989,17.907643,44.717229,18.187163,10.073114,106.106627,27.222788,48.2
420,420,14.0,141.200712,145.195098,38.336666,141.647149,141.03486,112.681121,-160.059482,21.062099,74.646197,9.336551,-22.193048,-40.137183,0.362491,0.06,0.362491,0.06,0.0,0.0,45.334013,39.966061,25.808375,17.907643,42.116633,18.187163,3.994386,103.310483,28.353739,75.0
423,423,14.1,141.49601,142.726291,41.473617,140.430996,146.004258,116.171174,7.471235,-1.814524,-3.415449,24.370489,-45.211889,-146.60999,1.031407,0.03,1.031407,0.03,0.03,0.03,45.334013,39.966061,29.059174,17.907643,44.657456,19.943018,1.230281,98.95738,29.833084,112.1
426,426,14.2,144.635759,139.201381,39.368459,138.704984,158.03514,127.376382,-209.250771,2.076056,0.583567,213.495476,76.797203,111.745365,0.553173,2.070435,0.553173,2.070435,0.271662,0.271662,45.334013,23.382733,22.912266,17.907643,41.300691,24.925282,5.434378,99.336525,30.658759,105.0
429,429,14.3,152.137561,134.467057,39.845993,135.158615,156.370149,125.135111,-13.893733,-79.39565,11.965373,3.201857,29.412317,23.274166,0.123693,0.453982,0.123693,0.453982,0.0,0.0,42.58771,23.382733,22.111137,17.907643,40.987358,25.631599,17.670504,95.312622,31.235039,98.7
432,432,14.4,156.924931,134.157837,39.691283,136.194137,149.597823,119.817668,75.251482,336.443906,9.91333,-0.87042,-0.431177,-36.898948,1.26,0.69,1.26,0.69,0.273313,0.27,45.035561,32.026501,18.721977,17.907643,34.861681,24.71673,22.767093,96.502854,29.780154,79.5
435,435,14.5,155.681157,140.042283,40.816486,136.230184,152.641761,120.475228,19.59128,110.969655,8.096788,-10.31356,171.073234,67.882569,0.243721,0.511762,0.243721,0.511762,0.03,0.03,40.954477,31.795699,18.721977,12.729559,37.03278,24.71673,15.638875,95.413697,32.166533,61.7
438,438,14.6,154.352813,147.870471,42.19672,136.12342,158.356659,126.542401,-23.973097,261.620043,1.138223,-77.810834,63.680586,98.760327,0.560446,1.306981,0.560446,1.306981,0.152971,0.15,38.641208,31.795699,15.37907,12.729559,30.146345,19.641119,6.482341,93.9267,31.814258,50.2
441,441,14.7,152.05047,143.347177,42.375697,136.685599,147.723886,124.801831,-31.331727,114.067665,-7.148047,-21.145134,-267.335233,-37.88949,0.713092,0.301496,0.713092,0.301496,0.042426,0.0,31.722159,28.047836,13.980572,12.729559,28.086813,19.641119,8.703292,94.309902,22.922055,55.1
444,444,14.8,156.330649,140.622696,41.153853,134.679647,145.546812,129.480001,116.519526,139.25351,-7.318638,-30.903645,-22.92665,28.422503,0.284605,0.690652,0.284605,0.690652,0.0,0.0,22.384213,25.967105,10.181844,12.729559,25.11415,18.574552,15.707953,93.525794,16.066811,86.9
447,447,14.9,157.141387,144.756617,42.384011,131.722799,143.657352,127.091643,120.168019,27.657283,-7.101486,-92.347863,43.617545,8.41397,0.408044,0.6634,0.408044,0.6634,0.06,0.06,16.946656,25.967105,6.772267,11.204439,20.436977,17.191494,12.38477,89.338788,16.56571,109.5
450,450,15.0,159.712608,143.843313,41.41838,128.264227,140.024265,125.664338,-16.045417,-147.962373,-14.705924,-166.175587,-99.062622,-96.408141,0.456946,0.523927,0.456946,0.523927,0.03,0.042426,19.406531,25.967105,4.686856,13.382922,22.537536,17.191494,15.869295,86.845847,14.359927,91.7
453,453,15.1,162.332246,147.386572,39.95929,126.589302,141.747589,133.099435,-1.689732,202.065699,-7.377066,-80.69995,-80.148227,9.011486,0.127279,0.63,0.127279,0.63,0.155885,0.152971,21.547646,25.967105,4.686856,14.298094,22.537536,16.928261,14.945674,86.630013,8.648154,100.7
456,456,15.2,164.510067,151.256749,42.335083,127.643381,137.701039,131.508272,30.890478,108.609471,3.391648,-25.572291,84.787401,43.187694,0.137477,0.127279,0.137477,0.127279,0.03,0.03,19.874307,28.313708,4.686856,12.127812,26.597045,14.886959,13.253318,85.308297,6.192767,101.9
459,459,15.3,163.570163,154.463835,45.226079,135.158386,138.877389,129.150949,41.274793,276.029112,-1.677964,-27.99762,-2.041628,-97.106662,0.108167,0.840536,0.108167,0.840536,0.0,0.0,14.719083,31.520795,6.719955,12.127812,26.597045,14.886959,9.106327,89.932307,9.72644,91.0
462,462,15.4,161.33149,142.51217,44.35536,131.541428,139.59303,129.359677,19.319519,80.167326,6.546662,-53.610913,-20.89283,-24.927614,0.366197,0.81111,0.366197,0.81111,0.06,0.06,14.719083,25.869386,6.220207,12.127812,26.597045,14.886959,18.819319,87.186068,10.233352,70.4
465,465,15.5,165.232698,147.401832,44.463448,132.1864,137.836417,128.059161,26.903994,32.810116,-11.15275,6.434666,-5.496054,29.31651,0.15,0.06,0.15,0.06,0.03,0.0,15.441715,18.482924,5.9522,12.127812,23.481867,12.624207,17.830866,87.722952,9.777257,75.4
468,468,15.6,164.332509,161.056585,49.678715,133.18971,125.211123,124.120467,-35.81127,288.309497,110.99667,-4.740238,-146.999129,-196.267644,1.65463,0.164317,1.65463,0.164317,0.0,0.0,15.735234,25.075673,9.719425,11.449764,33.145536,8.978968,3.275923,83.510996,1.090656,99.5
471,471,15.7,161.393774,147.307356,45.303284,129.802474,134.985664,127.895,-73.692706,-428.311306,-19.979656,61.977862,119.453154,91.855407,0.21,0.450999,0.21,0.450999,0.042426,0.0,15.735234,25.603488,9.719425,10.856203,25.850463,8.978968,14.086418,84.49919,7.090665,119.1
474,474,15.8,163.080127,150.396428,44.441406,129.815793,133.932845,126.709637,18.577457,-144.656203,-35.882673,17.252003,-96.747451,-216.767926,0.45,0.140712,0.45,0.140712,0.03,0.03,12.390432,21.744473,9.719425,9.502338,21.253302,9.814768,12.683699,85.374387,7.223207,94.2
477,477,15.9,165.329175,134.874085,45.275067,131.325574,133.459624,131.53525,18.538536,-641.599802,-14.181615,137.004635,89.421267,281.233471,0.067082,2.400187,0.067082,2.400187,0.214243,0.18,8.983079,26.710314,9.719425,9.502338,19.208074,11.774434,30.45509,86.050507,1.924374,96.2
